epoch,total_loss,labeled_loss,unlabeled_pde_loss,l2_error,learning_rate
1,23.5967721886105,14.133499224980673,9.463272918595209,35.82230877876282,0.001
2,15.136592610677083,8.864106310738457,6.272486290666792,28.300537049770355,0.001
3,15.359648966789246,8.897882917192247,6.461766077412499,18.161600023508072,0.001
4,13.529684413803949,7.853223771519131,5.6764606436093645,15.048424750566483,0.001
5,13.461903664800856,7.723658702108595,5.738244976600011,16.980173647403717,0.001
6,11.98739467991723,6.9301049285464815,5.057289726866616,16.85704481601715,0.001
7,11.022960458861457,6.407209718227387,4.6157507353358795,17.771719872951508,0.001
8,11.251781752374438,6.482270954714881,4.769510782427258,17.02079275250435,0.001
9,11.246722654501598,6.479251384735107,4.767471287647883,13.638939037919044,0.001
10,10.361510357591841,6.011712809403737,4.349797531631258,17.671563982963562,0.001
11,10.15708459748162,5.88830321100023,4.2687814176082615,16.651475608348846,0.001
12,10.22070128387875,5.934705233573913,4.285996048980289,17.27388632297516,0.001
13,11.606988673739963,6.773669197824266,4.8333194633324945,17.253626376390457,0.001
14,10.197949324713813,5.903407552507189,4.294541784127554,13.76783812046051,0.001
15,10.787780608071222,6.208867924743228,4.578912682003445,13.74896077811718,0.001
16,11.593906037012736,6.634744854768117,4.959161154429117,15.142485782504082,0.001
17,9.955045966307322,5.752994060516357,4.20205190314187,13.443760216236115,0.001
18,10.657442887624105,6.13805048333274,4.519392412238651,13.750774130225182,0.001
19,10.428414220280118,6.039639763037363,4.388774449295468,15.510508209466934,0.001
20,10.501578464772965,6.076458758778042,4.425119729836782,14.598304599523544,0.0005
21,9.298548959361183,5.304480990436342,3.9940679834948645,11.371618255972862,0.0005
22,9.490056914753383,5.39545525179969,4.094601666927337,13.774063244462013,0.0005
23,10.074910916222466,5.715590878327688,4.359320031934314,10.471442177891731,0.0005
24,9.084832115968068,5.195147907733917,3.889684216843711,10.489422231912613,0.0005
25,9.79268942144182,5.536341533395979,4.256347876124912,15.408254116773605,0.0005
26,9.715650818083022,5.555388373798794,4.160262462165621,12.04991503059864,0.0005
27,8.797579316298167,5.009907859563827,3.787671450111601,11.189077362418175,0.0005
28,9.718085980415344,5.557497623231676,4.1605883651309545,10.682360664010048,0.0005
29,9.03588095108668,5.159428773985969,3.8764521963066523,11.525542989373207,0.0005
30,8.497021359867519,4.872619760036469,3.6244016018178726,11.046998992562294,0.0005
31,9.023290003670587,5.169638733069102,3.8536512388123407,13.063141703605652,0.0005
32,8.960110815366109,5.108229496743944,3.851881319946713,10.937344506382942,0.0005
33,9.349213682280647,5.340352456437217,4.008861252996657,12.078636154532433,0.0005
34,9.162748814953698,5.282092082500458,3.8806567152341205,13.622067973017693,0.0005
35,11.381911102930705,6.521520221233368,4.860390885008706,13.325853660702705,0.0005
36,10.381623657544454,5.918300343884362,4.463323319620557,11.61077605187893,0.0005
37,10.267600051561992,5.830237257480621,4.437362798717287,13.267128929495811,0.0005
38,9.949170517921448,5.683042864004771,4.266127670473523,16.202016457915306,0.0005
39,10.263384673330519,5.814384689595964,4.44899998108546,13.904202312231064,0.0005
40,9.459013928307428,5.439772310521867,4.019241577386856,14.279884591698647,0.00025
41,8.576421622435252,4.879969339238273,3.696452263328764,10.76155635714531,0.00025
42,8.17509868674808,4.650706944200728,3.524391741885079,9.103242471814156,0.00025
43,7.846791076660156,4.469060813718372,3.3777302708890704,9.406517565250397,0.00025
44,7.610575162039863,4.336846923165851,3.273728240198559,10.163434565067291,0.00025
45,8.156143548753526,4.614480601416694,3.5416629453500112,12.400845065712929,0.00025
46,10.18631923728519,5.7585366513994005,4.427782614363564,14.810836598277092,0.00025
47,8.287664306163787,4.717213837967979,3.5704504516389637,10.178818076848984,0.00025
48,8.9298440112008,5.038045681185192,3.8917983571688333,12.83992287516594,0.00025
49,11.214703962537978,6.305298872788748,4.909405096371969,10.819178462028503,0.00025
50,8.980746308962503,5.136807392040889,3.8439389056629603,10.745553806424141,0.00025
51,8.140879241625468,4.64967364470164,3.4912055995729236,9.319586768746376,0.00025
52,9.618365459971958,5.410761106676525,4.207604375150469,13.038912132382393,0.00025
53,9.354781214396159,5.274871077802446,4.079910123348236,10.791494742035866,0.00025
54,8.369243999322256,4.768102512756983,3.6011414706707,11.130014300346375,0.00025
55,9.112907093101077,5.129667889409595,3.9832391911082796,11.014352783560753,0.00025
56,8.555046224594117,4.842886647250917,3.7121595985359614,11.03496104478836,0.00025
57,8.189649171299404,4.666381475660536,3.5232677188184525,9.925007343292236,0.00025
58,9.010612425539229,5.089465243286557,3.9211471762922074,9.32624663412571,0.00025
59,9.561902774704826,5.377475032541487,4.184427722957399,9.942095160484314,0.00025
60,9.026047360897063,5.083639968766106,3.9424074153105417,9.854242578148842,0.000125
61,8.609210922982957,4.815953510337406,3.7932573980755278,8.810348898172379,0.000125
62,9.461194403966267,5.248411749468909,4.212782668405109,10.851992025971413,0.000125
63,9.908894610404968,5.491559565067291,4.417335059245428,9.780093759298325,0.000125
64,9.310945808887482,5.162300455570221,4.148645359277725,10.104935348033905,0.000125
65,9.001173939969805,4.995708726512062,4.005465204848184,9.455062955617905,0.000125
66,9.099809169769287,5.041753882831998,4.058055277003183,9.774796292185783,0.000125
